Symbol	logFC_tum	adj_tum	logFC_norm	adj_norm	dir_tum	dir_norm	sig_tum	sig_norm	delta_logFC
COL14A1	1.97805769230769	0.0008374458461545	-1.78804778325123	3.08775619349738e-29	UP	DOWN	True	True	3.76610547555892
COL22A1	4.14404615384615	0.0002332747567443	-2.19663743842365	5.27548467132424e-21	UP	DOWN	True	True	6.3406835922698
COL28A1	2.97253461538462	0.0003230197843897	-2.76116699507389	1.45562235115513e-78	UP	DOWN	True	True	5.73370161045851
COL9A2	2.02247307692308	8.40005430123332e-05	-1.67979261083744	1.03421938969341e-45	UP	DOWN	True	True	3.7022656877605202
COL9A3	3.29205769230769	1.54403588175313e-05	-4.06023399014778	8.633964577771e-138	UP	DOWN	True	True	7.35229168245547
CP	2.17745769230769	0.0007513494430991	-1.78325369458128	9.41895705069379e-30	UP	DOWN	True	True	3.9607113868889696
CPEB3	1.80681538461538	0.0001126618018511	-2.76545418719212	6.95526657003004e-162	UP	DOWN	True	True	4.5722695718075
CPNE5	1.76593846153846	0.0003132991309808	-3.96850738916256	3.26503767328963e-88	UP	DOWN	True	True	5.73444585070102
CR1	2.03764615384616	0.0005727958966861	-3.31375517241379	5.85765639999387e-45	UP	DOWN	True	True	5.35140132625995
CRIP3	4.22784615384616	3.6233859548716e-05	-5.58771182266009	1.4537650350867002e-68	UP	DOWN	True	True	9.81555797650625
CRISPLD1	2.47168846153846	9.27589968571397e-05	-1.25872709359606	5.71859698135101e-16	UP	DOWN	True	True	3.7304155551345195
CSAD	1.79403846153846	7.87038376671019e-05	-1.08698965517241	1.47852746806193e-54	UP	DOWN	True	True	2.88102811671087
CSAG3	5.4137	0.0003110112106973	-3.905360591133	6.755252945041309e-36	UP	DOWN	True	True	9.319060591133
CSGALNACT1	2.99566538461539	1.84352341683927e-06	-1.34512019704434	4.63296725672904e-27	UP	DOWN	True	True	4.3407855816597305
CSPG5	2.55387307692308	0.0001766220968109	-4.09670295566502	1.6273788876765401e-91	UP	DOWN	True	True	6.6505760325881
CYBB	1.98441538461538	0.0004020466766733	-5.5767157635468	6.6318755093435404e-111	UP	DOWN	True	True	7.56113114816218
CYRIA	1.56238461538462	0.0002246638765449	-1.34160738916256	5.16909952483669e-38	UP	DOWN	True	True	2.90399200454718
CYSLTR1	1.77420384615385	8.48275564599379e-05	-6.18365763546797	1.15446144222229e-113	UP	DOWN	True	True	7.95786148162182
CYYR1	1.40973846153846	0.0001374403499258	-5.91209753694581	2.2305194504515704e-155	UP	DOWN	True	True	7.32183599848427
DCC	3.42553076923077	0.0004894095776651	-1.48991921182265	4.10923639634013e-08	UP	DOWN	True	True	4.9154499810534205
DCDC1	2.84123076923077	0.0002531044280802	-2.19874532019704	2.87581753905121e-22	UP	DOWN	True	True	5.03997608942781
DENND3	1.34924230769231	4.22120840018157e-05	-1.60304778325123	1.01634247599826e-58	UP	DOWN	True	True	2.95229009094354
DGKA	1.17490384615385	0.0005954320884243	-2.26903054187192	1.0595041908218498e-176	UP	DOWN	True	True	3.4439343880257702
DHRS3	1.6483	0.0007343350738605	-1.30883103448276	6.371081935953501e-45	UP	DOWN	True	True	2.95713103448276
DLEU7	2.09937692307692	0.0006166720403738	-2.25699162561576	8.64699425551699e-17	UP	DOWN	True	True	4.35636854869268
DMD	1.85840384615385	0.0003522371875546	-1.35259901477832	1.2310456494217502e-47	UP	DOWN	True	True	3.2110028609321697
DMRTA1	4.87710384615385	7.01847943813661e-06	-2.67617733990147	8.86046973466502e-44	UP	DOWN	True	True	7.553281186055321
DNAH9	3.82726538461539	0.0004531802990604	-7.4462975369458	1.15069878685288e-132	UP	DOWN	True	True	11.27356292156119
DOCK8	1.78686153846154	9.32676103973431e-05	-4.19529408866995	2.57850847042913e-137	UP	DOWN	True	True	5.98215562713149
